PT_NM,WMYR,WMOD,WMWK,ITEM_PH,ITEM_BOD,ITEM_COD,ITEM_TOC,ITEM_SS,ITEM_DOC,ITEM_TP,ITEM_TCOLI,ITEM_ECOLI,drink
횡성댐3,2020,5,11,8.8,2.9,3.4,2.4,,11.0,,,,0
영주댐2,2020,5,15,7.8,1.2,4.8,3.5,,7.4,,,,1
낙동강하구2,2020,5,13,8.4,1.6,3.8,2.8,,8.9,,,,1
충주댐4,2020,5,15,7.7,1.5,2.4,1.3,,9.7,,,,1
반변천1,2020,5,1회차,7.4,0.4,2.3,1.7,,8.4,,,,1
위천-1,2020,5,1회차,7.7,0.3,3.6,1.5,,8.0,,,,1
대청댐5,2020,5,11,8.0,1.1,2.2,2.0,,10.2,,,,1
임해진,2022,5,2회차,7.8,1.7,6.2,,,8.6,,,,1
내성천3-1,2022,5,2회차,7.5,0.6,4.5,2.4,,9.1,,,,1
병성천-1,2022,5,2회차,8.4,2.5,7.5,5.4,,10.7,,,,0
상주3,2022,5,1회차,8.4,1.6,5.5,3.2,,9.7,,,,1
용암,2022,5,1회차,8.2,1.0,5.0,3.1,,8.6,,,,1
금호강1A,2022,5,1회차,8.5,2.1,7.4,4.7,,10.6,,,,0
용산,2022,5,2회차,8.2,3.1,6.4,4.3,,9.8,,,,0
청지천,2022,5,1회차,7.8,4.4,10.6,6.7,,9.7,,,,0
간성북천,2022,5,1회차,7.8,0.9,1.5,1.3,,8.5,,,,1
곤양천,2020,4,1회차,9.2,1.5,4.8,2.6,,10.3,,,,0
대신,2020,4,2회차,8.2,1.4,3.3,1.7,,11.9,,,,1
춘성교,2020,4,3회차,8.2,1.6,3.9,1.8,,11.8,,,,1
가평천3,2020,4,1회차,8.1,0.9,2.2,1.0,,10.5,,,,1
홍천강6,2020,4,2회차,7.9,0.7,3.1,1.5,,10.7,,,,1
주천강2,2020,4,4회차,8.6,0.9,3.4,1.7,,12.0,,,,0
평창강3-1,2020,4,5회차,8.3,1.0,3.6,1.7,,10.5,,,,1
진위천-2,2020,4,3회차,8.8,1.4,4.7,2.4,,15.4,,,,0
황구지천-1,2020,4,1회차,8.0,1.0,5.5,3.0,,12.2,,,,1
금호강6,2020,4,4회차,8.2,3.0,6.6,5.0,,11.3,,,,0
대암-1,2020,4,1회차,8.7,2.5,6.2,5.1,,11.6,,,,0
남강4-1,2020,4,1회차,8.8,2.9,4.1,3.2,,12.1,,,,0
낙동강하구언1,2020,4,3회차,7.9,1.4,5.0,4.0,,10.5,,,,1
용전천3,2020,4,2회차,7.7,1.4,4.0,2.7,,11.5,,,,1
옥계천,2020,4,3회차,7.4,0.9,3.4,2.9,,11.4,,,,1
백천-1,2020,4,1회차,7.6,0.3,3.0,2.1,,12.8,,,,1
청통천,2020,4,1회차,8.6,1.0,4.0,3.0,,14.0,,,,0
영천강-1,2020,4,3회차,7.7,1.0,2.6,2.0,,11.1,,,,1
풍산천,2020,4,1회차,8.1,1.9,4.2,3.1,,12.2,,,,1
현풍,2020,4,2회차,8.1,2.9,6.9,,,11.4,,,,0
반변천1A,2020,4,2회차,7.4,1.0,3.5,2.9,,10.0,,,,1
영강2-1,2020,4,1회차,8.1,1.4,3.3,2.5,,12.4,,,,1
흑천2,2020,4,3회차,8.9,1.2,3.5,1.7,,12.0,,,,0
왕숙천4,2020,4,1회차,7.6,3.5,7.0,3.8,,9.1,,,,0
탄천4,2020,4,3회차,7.9,2.8,8.1,4.6,,10.6,,,,0
진위천3,2020,4,1회차,8.0,7.0,11.1,5.6,,10.7,,,,0
팔당댐1,2020,4,15,7.9,0.8,3.3,1.9,,10.6,,,,1
팔당댐3,2020,4,33,7.9,1.1,3.2,1.9,,11.1,,,,1
공릉천3,2020,4,5회차,9.0,11.0,16.9,8.0,,15.2,,,,0
문산천3,2020,4,1회차,7.8,2.3,6.2,3.0,,11.5,,,,0
충주댐3,2022,6,15,7.7,1.9,3.0,1.7,,7.6,,,,1
충주조정지댐1,2022,6,15,8.4,2.1,3.4,2.0,,10.3,,,,0
배내골,2022,6,1회차,6.8,1.1,1.3,1.1,,8.9,,,,1
웅천천1,2022,6,1회차,8.1,0.9,4.4,3.2,,9.3,,,,1
마산천,2022,6,1회차,8.9,7.1,14.0,5.7,,12.6,,,,0
문호천,2019,8,1회차,8.9,0.7,3.4,1.7,,7.4,,,,0
곡교천2,2019,8,3회차,7.1,4.1,7.7,5.2,,9.4,,,,0
추령천,2019,8,3회차,7.0,0.8,4.0,3.1,,8.7,,,,1
영암천,2019,8,4회차,7.3,2.8,8.4,7.5,,7.9,,,,0
거창동천1,2019,8,1회차,7.4,1.0,3.9,2.0,,9.0,,,,1
거창위천1,2019,8,1회차,7.7,1.3,3.4,1.8,,9.3,,,,1
삼랑진,2019,8,2회차,9.1,3.0,9.6,4.2,,11.9,,,,0
소양강1,2022,6,1회차,8.5,2.5,3.1,2.7,,8.6,,,,0
어천,2022,6,1회차,8.4,1.5,2.6,1.6,,11.0,,,,1
충주댐1,2022,6,31,9.0,1.0,2.3,1.6,,9.9,,,,0
대천천,2022,6,1회차,7.8,0.4,2.1,0.8,,10.4,,,,1
회야강1,2022,6,1회차,7.3,1.1,5.6,3.7,,10.5,,,,1
여천천,2022,6,1회차,6.9,2.9,5.6,3.0,,5.0,,,,0
팔당댐3,2022,6,23,8.8,4.2,5.6,2.8,,11.0,,,,0
강천,2022,6,1회차,7.9,0.6,3.2,2.1,,9.6,,,,1
전주천4,2019,8,1회차,7.8,1.1,3.5,1.9,,9.8,,,,1
삼천1,2019,8,1회차,7.4,1.3,4.8,2.8,,8.5,,,,1
정읍천1,2019,8,1회차,7.0,0.6,3.1,2.0,,9.0,,,,1
고부천1,2019,8,1회차,7.2,3.2,7.7,4.3,,8.7,,,,0
수동천,2019,8,2회차,8.6,0.3,3.0,2.1,,8.5,,,,0
곤지암천-2,2019,8,3회차,7.8,1.0,3.9,3.0,,8.0,,,,1
팔당댐,2019,8,2회차,7.9,1.6,4.7,2.5,,7.0,,,,1
복하천4,2022,6,1회차,8.0,1.4,6.7,4.5,,9.2,,,,1
경안천5A,2022,6,3회차,8.5,2.9,7.2,5.3,,9.9,,,,0
중랑천1A,2022,6,1회차,7.8,3.1,7.9,4.8,,7.9,,,,0
한탄강1,2022,6,2회차,8.3,1.5,7.1,4.7,,9.3,,,,1
한탄강1,2022,6,3회차,8.1,1.1,4.9,4.4,,8.8,,,,1
구운천,2022,6,3회차,8.4,1.3,3.6,,,9.8,,,,1
진위천-2,2022,6,4회차,7.5,0.7,5.3,4.8,,6.9,,,,1
황구지천1-1,2022,6,1회차,7.3,3.0,8.7,5.4,,8.6,,,,0
팔당댐1,2022,6,21,9.1,2.4,4.4,2.4,,11.8,,,,0
무심천3,2022,6,3회차,7.4,3.5,7.1,4.6,,8.9,,,,0
병천천A,2022,6,1회차,7.7,3.2,10.5,7.1,,9.4,,,,0
안동댐2,2019,8,11,8.3,1.2,4.5,2.8,,7.7,,,,1
영천댐1,2019,8,15,7.3,3.0,5.9,4.5,,6.1,,,,0
평창강2,2019,8,1회차,9.0,1.0,2.2,2.0,,9.5,,,,0
홍천강1,2019,8,1회차,8.3,0.7,1.8,1.7,,10.9,,,,1
삼봉리,2019,8,2회차,8.3,1.0,3.9,2.1,,8.7,,,,1
밀양강A,2019,8,2회차,7.9,0.6,3.4,2.1,,9.1,,,,1
낙동강하구언1,2019,8,1회차,8.5,2.0,8.2,4.9,,7.6,,,,1
골포천,2019,8,1회차,8.5,0.4,3.1,1.7,,9.2,,,,1
경호천,2019,8,1회차,7.4,0.8,10.5,6.5,,9.1,,,,1
밀양댐2,2019,8,13,6.9,0.6,2.4,1.3,,8.6,,,,1
운문댐2,2019,8,11,8.2,2.5,4.0,2.6,,8.9,,,,0
부리,2022,6,1회차,7.8,0.8,3.9,2.2,,9.6,,,,1
제원A,2022,6,4회차,8.2,0.5,4.0,2.1,,8.0,,,,1
보청천3,2022,6,1회차,8.2,1.2,6.1,3.8,,10.4,,,,1
대청댐1,2022,6,41,8.9,1.2,5.0,2.6,,9.7,,,,0
양화천2,2022,6,1회차,8.1,1.5,6.0,4.4,,8.4,,,,1
공릉천3,2022,6,4회차,7.5,4.7,19.8,12.5,,6.8,,,,0
한탄강1,2022,6,4회차,7.8,1.4,12.5,5.8,,8.5,,,,1
운계천,2022,6,3회차,8.0,1.0,4.6,,,8.4,,,,1
번천,2019,8,1회차,7.7,0.6,2.8,1.5,,10.6,,,,1
매포천,2019,8,1회차,7.3,1.4,3.0,0.4,,2.2,,,,1
광주2-1,2019,8,4회차,7.0,3.4,6.9,4.8,,6.6,,,,0
광주2,2019,8,3회차,7.9,5.9,9.1,6.5,,10.2,,,,0
광주댐1,2019,8,11,8.6,0.7,5.6,3.6,,9.1,,,,0
동화호,2019,8,13,8.5,1.1,3.0,1.9,,8.6,,,,1
초강2,2019,8,4회차,7.4,0.5,4.3,2.5,,9.3,,,,1
상곡천,2019,8,1회차,7.1,0.4,2.8,1.7,,7.5,,,,1
덕천,2019,8,1회차,8.7,0.9,2.3,2.7,,9.7,,,,0
미호천6-1,2022,6,2회차,8.9,4.4,10.9,6.6,,9.0,,,,0
미호천6-1,2022,6,3회차,9.1,6.4,13.7,6.9,,14.3,,,,0
공주1,2022,6,4회차,7.9,2.7,8.2,4.6,,9.2,,,,0
석성천2,2022,6,2회차,7.0,3.3,15.4,9.7,,5.5,,,,0
논산천-1,2022,6,4회차,7.2,0.4,2.4,1.4,,8.7,,,,1
노성천-1,2022,6,1회차,7.3,2.1,11.7,7.6,,10.5,,,,0
가막,2022,6,3회차,8.1,0.9,6.2,3.1,,9.3,,,,1
산호천,2022,6,1회차,8.4,6.5,5.8,5.6,,11.8,,,,0
구례,2022,6,3회차,8.1,1.2,7.5,4.4,,8.8,,,,1
보성천-1,2022,6,3회차,7.8,0.9,5.0,2.9,,7.8,,,,1
하동,2022,6,1회차,7.1,0.9,6.0,3.3,,8.1,,,,1
C월내동수로,2022,6,1회차,7.6,2.0,20.3,11.6,,7.2,,,,1
남양호2,2020,5,1회차,8.0,3.3,13.9,10.1,,8.9,,,,0
운학,2020,5,1회차,7.8,1.0,3.1,1.7,,9.1,,,,1
오수천,2020,5,2회차,8.5,1.9,6.2,4.3,,11.0,,,,1
나주,2020,5,2회차,7.0,4.8,9.1,5.4,,6.7,,,,0
풍영정천,2020,5,4회차,6.5,4.1,12.3,8.7,,8.0,,,,0
지석천1A,2020,5,2회차,6.6,1.9,6.4,4.4,,9.9,,,,1
보성,2020,5,2회차,7.7,2.0,7.3,4.7,,8.8,,,,1
추령천,2020,5,2회차,7.6,1.3,4.5,2.6,,10.2,,,,1
공주2,2020,5,2회차,7.4,3.0,7.4,4.4,,9.7,,,,0
성동,2020,5,3회차,7.2,3.2,8.7,4.3,,9.2,,,,0
삽교천2,2020,5,1회차,7.3,5.8,14.6,7.8,,9.7,,,,0
웅천천2,2020,5,1회차,6.6,1.5,6.1,3.9,,7.8,,,,1
C갑천,2020,5,1회차,6.9,5.3,7.9,4.3,,8.4,,,,0
C외천천,2020,5,1회차,7.0,7.6,11.9,7.3,,9.6,,,,0
C봉암천,2020,5,1회차,7.3,2.6,8.4,5.1,,10.5,,,,0
형산강4,2020,5,1회차,8.1,1.4,3.3,3.9,,7.4,,,,1
내성천1,2020,5,1회차,8.6,0.5,3.2,1.7,,9.1,,,,0
감천1,2020,5,1회차,8.2,0.9,4.1,1.8,,8.7,,,,1
보문호1,2020,5,11,8.6,2.5,6.1,2.9,,9.8,,,,0
보문호2,2020,5,1회차,8.4,1.8,5.4,2.7,,8.8,,,,1
C달서천,2020,5,1회차,8.2,1.2,7.1,3.8,,9.9,,,,1
안동2,2020,5,2회차,8.5,1.3,6.4,3.0,,10.5,,,,1
충주댐1,2019,1,31,8.6,1.0,2.1,1.3,,11.2,,,,0
황지2,2019,1,1회차,8.3,1.2,3.1,1.1,,14.0,,,,1
적성,2019,1,4회차,7.1,0.6,4.5,2.2,,10.8,,,,1
C팔복동수로,2019,1,2회차,7.7,62.2,43.2,11.2,,6.8,,,,0
C소룡동수로,2019,1,1회차,8.8,1.6,9.2,4.0,,14.3,,,,0
하남,2019,1,1회차,8.2,1.8,6.8,2.6,,14.3,,,,1
황구지천3,2019,1,3회차,7.8,3.5,7.0,5.2,,11.9,,,,0
합천댐2,2019,1,13,7.7,0.4,2.6,2.3,,9.8,,,,1
대곡댐1,2019,1,15,7.6,0.8,5.6,3.7,,10.0,,,,1
횡성댐2,2019,1,13,6.8,2.3,2.7,2.3,,9.2,,,,0
횡성댐3,2019,1,11,7.2,2.2,2.6,2.1,,10.4,,,,0
C포천천,2019,1,2회차,8.2,1.1,5.1,2.8,,15.7,,,,1
보령댐1,2019,1,15,7.7,1.1,1.4,1.4,,10.9,,,,1
용담댐2,2019,1,11,6.9,0.9,3.5,1.9,,9.8,,,,1
부안댐2,2019,1,13,6.8,1.2,2.6,2.5,,10.9,,,,1
밀양댐2,2019,1,11,7.1,1.0,1.5,1.6,,10.3,,,,1
수어댐1,2019,1,11,7.4,1.2,1.9,1.1,,11.2,,,,1
고부천3,2020,5,1회차,7.7,4.4,8.7,4.8,,7.3,,,,0
구량천,2020,5,4회차,7.6,1.1,5.2,2.6,,8.1,,,,1
제원A,2020,5,1회차,8.1,1.2,4.5,2.6,,8.9,,,,1
제원A,2020,5,3회차,7.5,1.3,5.7,2.5,,8.3,,,,1
금상천,2020,5,1회차,7.3,1.3,4.4,2.4,,7.3,,,,1
C승기천,2020,5,1회차,8.7,5.4,16.0,6.4,,9.2,,,,0
임진강4,2020,5,1회차,8.2,1.9,8.1,4.0,,8.3,,,,1
경안천6,2020,5,1회차,8.9,2.2,7.4,3.0,,9.6,,,,0
청평댐1,2020,5,11,7.9,0.8,3.4,1.3,,10.5,,,,1
청평댐2,2020,5,15,8.0,0.6,3.4,1.2,,11.7,,,,1
내성천4,2020,5,1회차,8.7,3.7,7.4,4.6,,9.0,,,,0
영덕송천,2020,5,1회차,8.3,1.7,4.5,2.3,,9.6,,,,1
"광산(영본B, 용봉)",2020,4,3회차,6.8,7.6,13.2,9.0,,3.4,,,,0
동복천1,2020,4,1회차,7.9,0.9,3.0,2.1,,11.9,,,,1
지석천4,2020,4,2회차,8.8,5.2,8.5,6.1,,15.3,,,,0
지석천4,2020,4,4회차,7.9,2.1,6.4,4.4,,13.7,,,,0
횡성댐2,2020,4,15,6.9,1.7,2.1,2.0,,9.9,,,,1
횡성댐3,2020,4,11,7.2,2.6,2.7,1.7,,10.2,,,,0
대청댐6,2022,6,13,6.9,1.8,2.4,1.8,,1.0,,,,1
남강댐3,2022,6,15,6.6,2.0,4.2,2.3,,2.0,,,,1
연초댐2,2022,6,15,7.2,2.4,3.3,2.2,,4.8,,,,0
합천댐2,2022,6,13,7.8,0.9,2.1,1.6,,6.9,,,,1
합천댐3,2022,6,13,7.2,0.9,2.1,1.7,,6.4,,,,1
고부천1,2022,6,1회차,8.2,7.8,13.7,6.8,,10.7,,,,0
전주천3,2022,6,1회차,8.1,2.8,5.0,2.2,,11.1,,,,0
동강,2022,6,1회차,8.5,2.2,4.1,4.3,,9.6,,,,0
주수천,2022,6,1회차,8.6,1.8,2.2,1.5,,11.5,,,,0
C만천천,2022,6,2회차,7.9,1.8,4.0,3.3,,8.2,,,,1
C홍천강,2022,6,1회차,7.9,2.2,4.4,3.1,,9.8,,,,0
경포호2,2022,6,1회차,7.8,5.7,6.1,1.8,,8.0,,,,0
화천댐2,2022,6,11,8.6,0.7,2.3,1.3,,9.4,,,,0
달천2,2022,6,1회차,8.5,1.4,3.6,2.4,,10.2,,,,1
이포,2022,6,2회차,8.3,1.3,3.6,2.3,,11.2,,,,1
달천5,2022,6,3회차,9.1,1.2,5.0,3.5,,10.8,,,,0
부리,2022,6,2회차,7.7,0.2,4.0,2.1,,9.0,,,,1
섬강4-1,2022,6,3회차,8.9,0.8,4.6,3.4,,9.7,,,,0
청미천3,2022,6,2회차,8.9,4.7,10.9,7.9,,9.8,,,,0
팔당,2022,6,3회차,8.4,1.5,3.6,2.8,,8.2,,,,1
왕숙천4,2022,6,2회차,7.6,2.6,5.8,4.5,,6.1,,,,0
영평천3,2022,6,4회차,7.4,1.8,5.0,3.9,,7.5,,,,1
병천천A,2022,6,2회차,7.6,1.8,9.3,6.2,,7.3,,,,1
연기,2022,6,1회차,7.7,1.8,6.5,4.1,,10.1,,,,1
대교천2,2022,6,4회차,7.8,0.7,7.0,4.7,,9.2,,,,1
세종2,2022,6,4회차,7.8,1.5,7.2,4.7,,9.6,,,,1
연산천,2022,6,4회차,7.5,1.0,4.3,2.4,,9.2,,,,1
C신천-1,2020,4,2회차,8.4,6.5,10.9,5.9,,8.6,,,,0
달천2,2020,4,1회차,8.0,1.2,2.4,2.2,,10.0,,,,1
달천4,2020,4,3회차,8.0,0.8,4.5,2.9,,12.6,,,,1
서곡천,2020,4,1회차,8.1,1.2,3.7,3.5,,11.9,,,,1
섬강3,2020,4,1회차,8.2,2.1,5.0,4.0,,11.8,,,,0
소양강1,2020,4,1회차,8.0,0.8,2.5,2.1,,12.1,,,,1
의암댐1,2020,4,21,8.1,1.8,3.2,2.0,,12.4,,,,1
중원,2020,4,4회차,8.5,1.0,3.1,,,12.8,,,,1
충주댐1,2020,4,13,8.1,0.5,3.2,1.9,,11.5,,,,1
팔당댐4,2020,4,43,7.9,1.3,3.3,1.9,,10.6,,,,1
삼봉리,2020,4,2회차,8.1,1.1,3.8,1.9,,11.5,,,,1
성은천,2022,6,1회차,8.5,1.1,5.6,3.8,,18.2,,,,1
진위천-2,2022,6,2회차,7.6,1.4,6.8,4.5,,7.6,,,,1
진위천-2,2022,6,3회차,7.6,1.4,6.3,5.6,,9.1,,,,1
오산천1-3,2022,6,2회차,7.6,1.5,7.3,5.0,,9.5,,,,1
황구지천-2,2022,6,1회차,9.4,8.9,16.1,6.3,,15.8,,,,0
구량천,2022,6,2회차,7.7,1.1,4.5,2.4,,10.0,,,,1
관리천,2022,6,4회차,7.6,5.4,9.2,7.0,,7.3,,,,0
보강천1,2022,6,1회차,7.5,1.1,7.4,5.0,,8.8,,,,1
성암천,2022,6,1회차,7.4,2.4,7.4,4.8,,7.6,,,,0
미호천6-1,2022,6,1회차,8.0,6.5,12.0,8.3,,9.6,,,,0
홍천강6,2020,4,3회차,8.3,0.9,3.3,1.5,,11.5,,,,1
조양강,2020,4,5회차,8.5,1.0,2.9,1.4,,11.5,,,,1
옥동천2,2020,4,1회차,9.3,0.6,1.8,0.7,,13.0,,,,0
옥동천2,2020,4,2회차,9.3,0.4,1.8,0.8,,13.8,,,,0
충주,2020,4,1회차,8.8,0.5,2.4,1.3,,12.0,,,,0
복하천4,2020,4,5회차,8.3,9.0,9.3,4.8,,9.4,,,,0
중랑천1A,2020,4,4회차,7.9,3.0,7.4,4.0,,10.5,,,,0
중랑천1A,2020,4,5회차,8.0,3.2,7.8,4.5,,10.6,,,,0
금상천,2022,6,4회차,8.0,0.7,4.5,2.2,,7.8,,,,1
상곡천,2022,6,1회차,7.2,0.3,2.4,1.1,,7.9,,,,1
대청,2022,6,2회차,8.4,0.2,3.5,2.1,,9.9,,,,1
대청댐1,2022,6,21,8.4,0.5,4.3,2.4,,10.4,,,,1
천안천3,2022,6,1회차,7.6,3.2,10.6,6.0,,8.9,,,,0
남원천1,2022,6,1회차,7.6,3.8,16.0,10.0,,8.0,,,,0
전주,2022,6,2회차,8.3,5.6,11.2,4.6,,12.0,,,,0
원평천3,2022,6,2회차,8.1,6.1,17.3,9.6,,12.8,,,,0
탄천3,2022,6,1회차,7.8,2.1,5.7,4.6,,7.8,,,,0
오산천1,2022,6,1회차,8.2,3.2,9.4,7.0,,9.8,,,,0
황강2,2022,6,1회차,7.9,0.6,3.2,2.4,,12.2,,,,1
고정천,2020,4,3회차,7.8,1.3,3.2,2.5,,11.0,,,,1
풍산천,2020,4,3회차,7.9,1.0,4.2,3.2,,11.3,,,,1
도남,2020,4,2회차,7.5,1.9,4.6,3.6,,11.4,,,,1
청도천,2020,4,2회차,8.4,2.9,4.6,,,12.7,,,,0
길안천2,2020,4,1회차,8.9,0.9,4.0,3.1,,13.5,,,,0
길안천2,2020,4,2회차,8.1,0.8,4.0,2.9,,11.6,,,,1
반변천2-1,2020,4,2회차,8.1,1.4,5.7,4.6,,12.9,,,,1
남강4-1,2022,6,1회차,8.0,2.5,6.0,3.8,,7.8,,,,0
금곡,2022,6,4회차,8.2,4.0,8.0,4.2,,8.3,,,,0
낙동강하구언1,2022,6,2회차,8.1,1.3,6.0,4.1,,8.2,,,,1
낙동강하구언2,2022,6,3회차,8.4,3.2,12.9,8.7,,9.5,,,,0
응천,2020,5,3회차,7.5,3.1,8.2,4.6,,8.9,,,,0
복하천-1,2020,5,3회차,7.7,1.2,3.3,1.8,,8.5,,,,1
복하천-1,2020,5,4회차,7.8,1.1,2.9,1.5,,8.3,,,,1
안양천1A,2020,5,1회차,7.7,4.3,8.5,4.9,,9.1,,,,0
동막천,2020,5,1회차,8.0,1.0,3.6,2.3,,11.3,,,,1
창릉천-2,2020,5,2회차,7.9,0.6,2.1,1.3,,9.3,,,,1
탄천1-1,2020,5,2회차,8.1,4.4,11.4,6.4,,9.8,,,,0
삼산천,2020,5,4회차,7.4,0.7,4.7,2.8,,12.9,,,,1
양화천-1,2020,5,1회차,8.1,11.3,15.5,11.5,,11.2,,,,0
팔당댐2,2020,4,41,8.4,1.8,3.9,2.0,,11.8,,,,1
논공,2020,4,2회차,8.3,2.7,6.9,5.4,,11.2,,,,0
차천,2020,4,2회차,8.1,1.9,11.5,9.3,,12.3,,,,1
토평천2,2020,4,1회차,8.1,10.7,16.5,13.1,,10.5,,,,0
왜관,2020,4,1회차,8.0,2.4,5.6,4.5,,11.8,,,,0
영암천,2020,5,3회차,6.9,1.4,8.1,6.3,,8.1,,,,1
석곡천,2020,5,2회차,6.5,2.1,5.5,3.0,,8.8,,,,0
용산천,2020,5,1회차,6.5,3.2,8.3,4.4,,8.6,,,,0
장성천1,2020,5,2회차,7.2,1.7,6.3,3.9,,9.3,,,,1
식지천,2020,5,4회차,6.7,1.6,7.2,4.4,,10.2,,,,1
구산천,2020,5,3회차,7.5,1.0,8.4,2.9,,9.5,,,,1
월평천,2020,5,2회차,6.9,1.9,4.4,3.8,,11.4,,,,1
보성강A,2020,5,2회차,7.0,1.6,5.2,2.3,,8.0,,,,1
서낙동강1,2020,5,1회차,7.5,2.6,6.3,3.9,,8.6,,,,0
옥천,2020,5,3회차,7.2,1.0,4.8,2.7,,8.1,,,,1
현도,2020,5,3회차,7.2,0.7,3.5,2.1,,11.6,,,,1
곰나루,2020,5,1회차,6.9,2.6,7.0,3.7,,9.5,,,,0
백천내,2020,4,1회차,6.8,0.2,2.2,1.3,,10.9,,,,1
보성강,2020,4,1회차,7.9,2.1,5.0,1.2,,11.4,,,,0
수어천,2020,4,1회차,8.0,0.6,1.1,0.4,,9.3,,,,1
소양강댐3,2020,4,15,7.3,1.2,1.8,1.3,,11.0,,,,1
소양강댐4,2020,4,15,7.5,1.9,1.8,1.2,,10.9,,,,1
안동댐2,2020,4,13,7.1,1.1,3.1,2.7,,9.5,,,,1
임하댐2,2020,4,11,7.4,0.8,5.1,4.8,,11.5,,,,1
C봉암천,2020,5,2회차,7.3,2.7,9.9,6.2,,9.7,,,,0
판교천,2020,5,1회차,8.0,4.3,3.9,2.7,,8.0,,,,0
곡수천-1,2020,5,1회차,7.8,2.3,6.0,3.3,,8.8,,,,0
흑천1-1,2020,5,1회차,9.0,1.4,4.7,1.6,,9.8,,,,0
유등천3,2020,5,1회차,7.9,2.3,4.4,2.5,,9.7,,,,0
C반월천,2020,5,1회차,8.1,1.8,8.2,4.6,,8.9,,,,1
고령,2020,5,1회차,8.3,1.6,6.7,4.0,,9.2,,,,1
형산강1-1,2020,5,1회차,8.6,1.4,4.8,2.0,,9.2,,,,0
형산강2,2020,5,1회차,8.8,3.5,8.6,3.8,,10.9,,,,0
수어댐1,2020,4,15,7.8,1.1,2.2,1.2,,9.6,,,,1
섬진강댐1,2020,4,15,7.7,2.3,3.5,1.9,,8.1,,,,0
용담댐3,2020,4,11,7.4,0.7,2.6,1.8,,11.1,,,,1
용담댐4,2020,4,13,7.4,0.4,3.0,1.7,,10.5,,,,1
남원천1,2020,4,4회차,7.6,4.2,10.3,7.3,,10.2,,,,0
고부천3,2020,4,1회차,8.6,3.3,7.6,3.9,,11.4,,,,0
금상천,2020,4,2회차,7.0,3.6,8.2,5.6,,9.2,,,,0
초강2,2020,4,4회차,8.3,1.9,5.2,2.9,,11.3,,,,1
상곡천,2020,4,2회차,7.8,0.9,3.3,1.9,,10.3,,,,1
추풍천,2020,4,1회차,8.5,0.7,,1.8,,13.9,,,,1
안동4,2020,5,3회차,8.5,1.0,4.6,,,9.2,,,,1
청도천,2020,5,1회차,7.8,1.7,3.8,,,8.1,,,,1
양산천3,2020,5,1회차,7.7,3.2,8.4,,,9.4,,,,0
화원나루,2020,5,3회차,7.8,1.9,6.0,,,9.6,,,,1
임해진,2020,5,4회차,8.2,2.6,6.7,,,10.1,,,,0
도산,2020,5,3회차,8.2,1.2,3.8,2.5,,10.0,,,,1
의암댐1,2019,1,23,6.9,0.9,2.9,1.0,,12.9,,,,1
충주댐1,2019,1,13,8.1,0.7,3.0,1.0,,11.0,,,,1
한천,2020,4,2회차,8.9,3.7,6.4,3.9,,16.2,,,,0
무심천,2020,4,1회차,8.2,2.1,4.0,2.3,,11.7,,,,0
석남천,2020,4,1회차,7.9,3.0,6.2,4.2,,9.9,,,,0
미호천6-1,2020,4,1회차,7.7,4.1,9.4,6.3,,11.3,,,,0
유등천A,2020,4,2회차,8.3,0.8,2.7,1.1,,12.6,,,,1
갑천5-1,2020,4,1회차,7.8,2.1,9.6,7.5,,12.2,,,,0
삼랑진,2019,1,1회차,8.4,2.2,7.1,2.5,,14.2,,,,0
C성암동수로,2019,1,1회차,7.8,1.2,9.2,4.5,,8.5,,,,1
C고사동수로,2019,1,1회차,7.3,7.4,10.5,7.0,,9.4,,,,0
C원산천,2019,1,1회차,7.6,1.0,5.8,2.9,,11.4,,,,1
C봉암동수로,2019,1,2회차,7.3,24.5,19.4,13.1,,8.0,,,,0
C송정천,2019,1,1회차,8.4,2.0,4.4,2.4,,13.4,,,,1
칠성천,2019,1,1회차,8.2,2.2,5.9,3.2,,16.8,,,,0
횡천강2,2019,1,1회차,7.4,0.4,1.3,1.1,,12.7,,,,1
임진강3A,2019,1,3회차,8.0,0.9,4.1,2.1,,13.3,,,,1
C청룡천,2019,1,2회차,7.7,2.2,7.4,4.1,,14.1,,,,0
C장안천,2019,1,1회차,7.8,33.8,23.8,10.6,,11.2,,,,0
가양,2019,1,2회차,7.6,1.5,6.0,2.9,,13.2,,,,1
가양,2019,1,4회차,7.9,0.5,4.9,2.8,,12.0,,,,1
황지3,2019,1,2회차,7.7,0.5,3.1,2.2,,14.8,,,,1
안망천,2019,1,1회차,7.2,0.3,2.6,1.4,,13.3,,,,1
옥계천,2019,1,2회차,7.5,0.8,3.5,2.1,,12.4,,,,1
주암조정지댐3,2019,1,11,7.9,0.3,2.5,1.4,,10.0,,,,1
달방댐,2019,1,11,7.4,1.6,2.7,2.8,,17.1,,,,1
대곡댐1,2019,1,11,7.7,0.8,5.6,3.6,,10.2,,,,1
대암댐2,2019,1,11,8.2,1.5,5.8,4.0,,14.1,,,,1
한탄강3,2019,1,1회차,8.0,1.3,4.8,2.0,,14.0,,,,1
남이섬,2019,1,1회차,8.1,0.5,3.1,2.0,,13.7,,,,1
C장안천,2019,1,2회차,8.5,50.8,31.2,11.2,,9.2,,,,0
안성천3,2019,1,5회차,7.5,2.2,8.2,4.3,,12.3,,,,0
